duplicate_group_id,match_evidence,sample_id_a,dataset_id_a,group_id_a,disease_id_a,include_after_a,sample_id_b,dataset_id_b,group_id_b,disease_id_b,include_after_b,image_sha256_equal,perceptual_hamming_distance,cross_dataset,cross_source_group,label_agreement,requires_review
DUPLICATE_b67655cd61e5d94db1cf,exact,DERMNET_KAGGLE_7749bd1e24a07d28762c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7749bd1e24a07d28762c,,False,DERMNET_KAGGLE_26c5704bac2cc30b54b5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_26c5704bac2cc30b54b5,,False,True,0,False,True,False,False
DUPLICATE_33fc32958609e633fe19,exact,DERMNET_KAGGLE_2e42f4e2f32729c8c512,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2e42f4e2f32729c8c512,,False,DERMNET_KAGGLE_2c02bb69dc026165574e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2c02bb69dc026165574e,,False,True,0,False,True,False,False
DUPLICATE_63504601d8ead5de6cab,exact,DERMNET_KAGGLE_9754bd0fdf0086b051d3,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9754bd0fdf0086b051d3,,False,DERMNET_KAGGLE_c9450bb0bc82c2eb18f4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c9450bb0bc82c2eb18f4,,False,True,0,False,True,False,False
DUPLICATE_ecd295d9b3dbc13585b8,exact,DERMNET_KAGGLE_7b24d15f3286b88e5120,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7b24d15f3286b88e5120,,False,DERMNET_KAGGLE_0bbdfe5293424f62b71f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0bbdfe5293424f62b71f,,False,True,0,False,True,False,False
DUPLICATE_d20355b67a61e58fa359,exact,DERMNET_KAGGLE_67d13c7e4335da51e0b0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_67d13c7e4335da51e0b0,,False,DERMNET_KAGGLE_2af7861ba18591ccaaff,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2af7861ba18591ccaaff,,False,True,0,False,True,False,False
DUPLICATE_b7e74902b78d20fdcc91,exact,DERMNET_KAGGLE_5f2a5e3c2c3f1bdc4f2e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5f2a5e3c2c3f1bdc4f2e,,False,DERMNET_KAGGLE_cfbbc3c5d60a58f2daff,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cfbbc3c5d60a58f2daff,,False,True,0,False,True,False,False
DUPLICATE_d91c3979f61deda8a565,exact,DERMNET_KAGGLE_cf38edde21e21a565974,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cf38edde21e21a565974,,False,DERMNET_KAGGLE_9ba9a67fc41af388e58a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9ba9a67fc41af388e58a,,False,True,0,False,True,False,False
DUPLICATE_88de901f4b32d7ae92c4,exact,DERMNET_KAGGLE_8c41cc2c0d6c97036db2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8c41cc2c0d6c97036db2,,False,DERMNET_KAGGLE_a44fb61324aa33157c60,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a44fb61324aa33157c60,,False,True,0,False,True,False,False
DUPLICATE_88de901f4b32d7ae92c4,exact,DERMNET_KAGGLE_8c41cc2c0d6c97036db2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8c41cc2c0d6c97036db2,,False,DERMNET_KAGGLE_f18afcbf318896488c71,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f18afcbf318896488c71,,False,True,0,False,True,False,False
DUPLICATE_9807bed9980f648847f1,exact,DERMNET_KAGGLE_877db9136df4dac86e10,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_877db9136df4dac86e10,,False,DERMNET_KAGGLE_075ff1895e3e90617d91,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_075ff1895e3e90617d91,,False,True,0,False,True,False,False
DUPLICATE_9807bed9980f648847f1,exact,DERMNET_KAGGLE_877db9136df4dac86e10,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_877db9136df4dac86e10,,False,DERMNET_KAGGLE_f591b05b8f620cab96d6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f591b05b8f620cab96d6,,False,True,0,False,True,False,False
DUPLICATE_77270213830c018c9125,exact,DERMNET_KAGGLE_f8e7ee70b8a35cd1ddf9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f8e7ee70b8a35cd1ddf9,,False,DERMNET_KAGGLE_8e973c3b20b188085ee7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8e973c3b20b188085ee7,,False,True,0,False,True,False,False
DUPLICATE_02887d60b68ae3c6c3b5,exact,DERMNET_KAGGLE_b16ee89bbb6b2ca59676,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b16ee89bbb6b2ca59676,,False,DERMNET_KAGGLE_e36a63664167071800b6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e36a63664167071800b6,,False,True,0,False,True,False,False
DUPLICATE_3e7ed627e448d5e859ae,exact,DERMNET_KAGGLE_a407a5867bf82d924287,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a407a5867bf82d924287,,False,DERMNET_KAGGLE_f4496dbc29cf4161431d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f4496dbc29cf4161431d,,False,True,0,False,True,False,False
DUPLICATE_efcda9677906a1db612c,exact,DERMNET_KAGGLE_66b3e55070ce76b2a072,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_66b3e55070ce76b2a072,,False,DERMNET_KAGGLE_5271259cd29b96c56842,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5271259cd29b96c56842,,False,True,0,False,True,False,False
DUPLICATE_a0f29943b780051b49d8,exact,DERMNET_KAGGLE_6c698f94013bb6de2fce,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6c698f94013bb6de2fce,,False,DERMNET_KAGGLE_f3880de54b35bbc04b6b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f3880de54b35bbc04b6b,,False,True,0,False,True,False,False
DUPLICATE_1c01d7a79a01e6269a9b,exact,DERMNET_KAGGLE_d7eb6d770574254e977a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d7eb6d770574254e977a,,False,DERMNET_KAGGLE_4e110e94e953c600a99d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4e110e94e953c600a99d,,False,True,0,False,True,False,False
DUPLICATE_0911652a7a9ddd3e451f,exact,DERMNET_KAGGLE_09ed773d4dd44b923c34,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_09ed773d4dd44b923c34,,False,DERMNET_KAGGLE_6842161e44c1225e7181,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6842161e44c1225e7181,,False,True,0,False,True,False,False
DUPLICATE_bd2b5a2e1b9f61a57262,exact,DERMNET_KAGGLE_d6a4159dd316579e23a5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d6a4159dd316579e23a5,,False,DERMNET_KAGGLE_e7ababb9c5401ab2c709,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e7ababb9c5401ab2c709,,False,True,0,False,True,False,False
DUPLICATE_baf63721c055c5644a1e,exact,DERMNET_KAGGLE_2449fef6b1059328e148,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2449fef6b1059328e148,,False,DERMNET_KAGGLE_dc7e59f45a87de6f7dbb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_dc7e59f45a87de6f7dbb,,False,True,0,False,True,False,False
DUPLICATE_4862066bce88ee9cc4ab,exact,DERMNET_KAGGLE_f2880385adbae08aafff,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f2880385adbae08aafff,,False,DERMNET_KAGGLE_205f0708d359c6a5421f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_205f0708d359c6a5421f,,False,True,0,False,True,False,False
DUPLICATE_5415a9f280891e149851,exact,DERMNET_KAGGLE_f477dac740126cfa755f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f477dac740126cfa755f,,False,DERMNET_KAGGLE_6cbc2cbe5719f51fabb7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6cbc2cbe5719f51fabb7,,False,True,0,False,True,False,False
DUPLICATE_f1acfcf679d46a9d0ba8,exact,DERMNET_KAGGLE_8961b1f1b510c1a030f9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8961b1f1b510c1a030f9,,False,DERMNET_KAGGLE_af637298fd990bb5f6a2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_af637298fd990bb5f6a2,,False,True,0,False,True,False,False
DUPLICATE_b9baa793de765eb3f755,exact,DERMNET_KAGGLE_0de38a157bf723e87773,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0de38a157bf723e87773,,False,DERMNET_KAGGLE_bc7beaa91eb0790ef337,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bc7beaa91eb0790ef337,,False,True,0,False,True,False,False
DUPLICATE_313264047ff109965379,perceptual,DERMNET_KAGGLE_f9a3bce60069f584e024,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f9a3bce60069f584e024,,False,DERMNET_KAGGLE_cd75926267ae67fbfd37,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cd75926267ae67fbfd37,,False,False,4,False,True,False,True
DUPLICATE_938cbd5f9050e0e0b61f,perceptual,DERMNET_KAGGLE_177b021707ce55f6aed2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_177b021707ce55f6aed2,,False,DERMNET_KAGGLE_72cd25f523acbcf308f7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_72cd25f523acbcf308f7,,False,False,0,False,True,False,True
DUPLICATE_78083b80a4dcaa4a4d3d,perceptual,DERMNET_KAGGLE_a56c88c86552e2dbc026,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a56c88c86552e2dbc026,,False,DERMNET_KAGGLE_4e0af1676a9d0dfcd462,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4e0af1676a9d0dfcd462,,False,False,0,False,True,False,True
DUPLICATE_f7d6410b052bf0d551a9,perceptual,DERMNET_KAGGLE_bd7cf651f55a81b6f652,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bd7cf651f55a81b6f652,,False,DERMNET_KAGGLE_975227c14af7c8242a09,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_975227c14af7c8242a09,,False,False,2,False,True,False,True
DUPLICATE_0875154bc6e7c99486e0,perceptual,DERMNET_KAGGLE_c9ad0c8754cbeff36b3c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c9ad0c8754cbeff36b3c,,False,DERMNET_KAGGLE_b5ecc2db048ca1602918,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b5ecc2db048ca1602918,,False,False,0,False,True,False,True
DUPLICATE_136cc30a18c08104ac94,perceptual,DERMNET_KAGGLE_b052713bbb5062b6a880,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b052713bbb5062b6a880,,False,DERMNET_KAGGLE_c38fb9ee847be737953f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c38fb9ee847be737953f,,False,False,0,False,True,False,True
DUPLICATE_5e418b7864b6171d9651,exact,DERMNET_KAGGLE_d4bcb611fd00e2cae608,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d4bcb611fd00e2cae608,,False,DERMNET_KAGGLE_3333e9485054b88b8512,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3333e9485054b88b8512,,False,True,0,False,True,False,False
DUPLICATE_9ac53c9c9470798ce51f,exact,DERMNET_KAGGLE_f56999f11c2f1efc2293,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f56999f11c2f1efc2293,,False,DERMNET_KAGGLE_9baa82040392fa7cbddc,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9baa82040392fa7cbddc,,False,True,0,False,True,False,False
DUPLICATE_1b99207e4de490423add,perceptual,DERMNET_KAGGLE_3437e67ecef47d7b3e60,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3437e67ecef47d7b3e60,,False,DERMNET_KAGGLE_4e6bc8137daf5823f040,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4e6bc8137daf5823f040,,False,False,4,False,True,False,True
DUPLICATE_1b99207e4de490423add,perceptual,DERMNET_KAGGLE_3437e67ecef47d7b3e60,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3437e67ecef47d7b3e60,,False,DERMNET_KAGGLE_d6d04d08160c4a7993fa,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d6d04d08160c4a7993fa,,False,False,4,False,True,False,True
DUPLICATE_5c3facd9413ff2f1e500,perceptual,DERMNET_KAGGLE_6f65d6e08673769169b1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6f65d6e08673769169b1,,False,DERMNET_KAGGLE_5a9bd3b7ba05639797c0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5a9bd3b7ba05639797c0,,False,False,4,False,True,False,True
DUPLICATE_cc060f1e955f5a0ada0d,perceptual,DERMNET_KAGGLE_94e13511c64ff6d1e773,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_94e13511c64ff6d1e773,,False,DERMNET_KAGGLE_55862efe3c251be113bd,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_55862efe3c251be113bd,,False,False,2,False,True,False,True
DUPLICATE_8ed96b0f4eb9ddf95aed,exact,DERMNET_KAGGLE_f028a09dfbcd6ad49513,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f028a09dfbcd6ad49513,,False,DERMNET_KAGGLE_c36ecffdd008f6f5baf3,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c36ecffdd008f6f5baf3,,False,True,0,False,True,False,False
DUPLICATE_5793630ff4e254b08d1b,perceptual,DERMNET_KAGGLE_fcdb354f3739b538bd40,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fcdb354f3739b538bd40,,False,DERMNET_KAGGLE_39c6bdf4bf8dd4b3f256,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_39c6bdf4bf8dd4b3f256,,False,False,2,False,True,False,True
DUPLICATE_b018eb83f2d1a9bd65cd,exact,DERMNET_KAGGLE_9c2cfa793781c777ecec,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9c2cfa793781c777ecec,,False,DERMNET_KAGGLE_91c4fafb0e183581e98e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_91c4fafb0e183581e98e,,False,True,0,False,True,False,False
DUPLICATE_61a282277c075eeb8ba7,perceptual,DERMNET_KAGGLE_df3bd0004fda21f5fe6a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_df3bd0004fda21f5fe6a,,False,DERMNET_KAGGLE_12f0e45c79b0e9547d57,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_12f0e45c79b0e9547d57,,False,False,0,False,True,False,True
DUPLICATE_afdc6d5f476743b5985d,perceptual,DERMNET_KAGGLE_508aa61faa94e9a1d2ed,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_508aa61faa94e9a1d2ed,,False,DERMNET_KAGGLE_b095a97e17abb1a67bd7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b095a97e17abb1a67bd7,,False,False,0,False,True,False,True
DUPLICATE_afdc6d5f476743b5985d,exact,DERMNET_KAGGLE_508aa61faa94e9a1d2ed,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_508aa61faa94e9a1d2ed,,False,DERMNET_KAGGLE_fbec9fb3ea37cc8db3fd,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fbec9fb3ea37cc8db3fd,,False,True,0,False,True,False,False
DUPLICATE_07a774e2b6791cbe663e,exact,DERMNET_KAGGLE_01d2d53d5bb6466469df,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_01d2d53d5bb6466469df,,False,DERMNET_KAGGLE_e53dc2de34acbcaf0bdb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e53dc2de34acbcaf0bdb,,False,True,0,False,True,False,False
DUPLICATE_799be188fde78a201fd6,perceptual,DERMNET_KAGGLE_7fe64608f80ddbd4bb75,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7fe64608f80ddbd4bb75,,False,DERMNET_KAGGLE_b3fc587fdc0b96c5fb2d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b3fc587fdc0b96c5fb2d,,False,False,2,False,True,False,True
DUPLICATE_799be188fde78a201fd6,perceptual,DERMNET_KAGGLE_7fe64608f80ddbd4bb75,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7fe64608f80ddbd4bb75,,False,DERMNET_KAGGLE_a3c1b94d9107ef21b2ae,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a3c1b94d9107ef21b2ae,,False,False,2,False,True,False,True
DUPLICATE_799be188fde78a201fd6,perceptual,DERMNET_KAGGLE_7fe64608f80ddbd4bb75,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7fe64608f80ddbd4bb75,,False,DERMNET_KAGGLE_f590b70520863bd0ba73,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f590b70520863bd0ba73,,False,False,2,False,True,False,True
DUPLICATE_4aa03963a31ac0748316,perceptual,DERMNET_KAGGLE_bb0f7b775d0c1a5a330f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bb0f7b775d0c1a5a330f,,False,DERMNET_KAGGLE_8011394dc5b35b78f10a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8011394dc5b35b78f10a,,False,False,0,False,True,False,True
DUPLICATE_11977f758b1d50df2047,perceptual,DERMNET_KAGGLE_cb22a24aa37bd3fb4566,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cb22a24aa37bd3fb4566,,False,DERMNET_KAGGLE_88e5aad25677bda37e14,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_88e5aad25677bda37e14,,False,False,0,False,True,False,True
DUPLICATE_2dee607dee5921ea2258,perceptual,DERMNET_KAGGLE_84c5eea46addbda093c1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_84c5eea46addbda093c1,,False,DERMNET_KAGGLE_879b99bee3c0f2f39b73,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_879b99bee3c0f2f39b73,,False,False,0,False,True,False,True
DUPLICATE_f4c63fbc67ce1fd76977,exact,DERMNET_KAGGLE_09c922e7746a9da4531b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_09c922e7746a9da4531b,,False,DERMNET_KAGGLE_1ae85174b90599ecdb51,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1ae85174b90599ecdb51,,False,True,0,False,True,False,False
DUPLICATE_2fa32244f67de1e4a31f,exact,DERMNET_KAGGLE_667711de11e9da575482,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_667711de11e9da575482,,False,DERMNET_KAGGLE_48baaf70cd6c98189d5d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_48baaf70cd6c98189d5d,,False,True,0,False,True,False,False
DUPLICATE_80ab70cc6989a73135be,exact,DERMNET_KAGGLE_8643c360454a5795ec1f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8643c360454a5795ec1f,,False,DERMNET_KAGGLE_b24f13f53f78aa845d2e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24f13f53f78aa845d2e,,False,True,0,False,True,False,False
DUPLICATE_fc9a851b06092a3835d1,exact,DERMNET_KAGGLE_0e80ddfbe2d9e2b9142a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0e80ddfbe2d9e2b9142a,,False,DERMNET_KAGGLE_add032d83cc343ed9df4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_add032d83cc343ed9df4,,False,True,0,False,True,False,False
DUPLICATE_efdd7b2a3a83330a5c2f,exact,DERMNET_KAGGLE_5857e7f75cbc8f638320,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5857e7f75cbc8f638320,,False,DERMNET_KAGGLE_7d20d1111129a45d6c02,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7d20d1111129a45d6c02,,False,True,0,False,True,False,False
DUPLICATE_aac7ffa2243d1b5c6a21,perceptual,DERMNET_KAGGLE_878838cce1401fb5e36b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_878838cce1401fb5e36b,,False,DERMNET_KAGGLE_4703a42b1f24d5f2ba53,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4703a42b1f24d5f2ba53,,False,False,2,False,True,False,True
DUPLICATE_aac7ffa2243d1b5c6a21,exact,DERMNET_KAGGLE_878838cce1401fb5e36b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_878838cce1401fb5e36b,,False,DERMNET_KAGGLE_27fdcfd0232ee1ed0efa,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_27fdcfd0232ee1ed0efa,,False,True,0,False,True,False,False
DUPLICATE_aac7ffa2243d1b5c6a21,perceptual,DERMNET_KAGGLE_878838cce1401fb5e36b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_878838cce1401fb5e36b,,False,DERMNET_KAGGLE_1e0ca57afbd890bd5840,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1e0ca57afbd890bd5840,,False,False,2,False,True,False,True
DUPLICATE_aac7ffa2243d1b5c6a21,perceptual,DERMNET_KAGGLE_4703a42b1f24d5f2ba53,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4703a42b1f24d5f2ba53,,False,DERMNET_KAGGLE_27fdcfd0232ee1ed0efa,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_27fdcfd0232ee1ed0efa,,False,False,2,False,True,False,True
DUPLICATE_aac7ffa2243d1b5c6a21,exact,DERMNET_KAGGLE_4703a42b1f24d5f2ba53,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_4703a42b1f24d5f2ba53,,False,DERMNET_KAGGLE_1e0ca57afbd890bd5840,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1e0ca57afbd890bd5840,,False,True,0,False,True,False,False
DUPLICATE_d404bbb9f2d1e8504e8c,exact,DERMNET_KAGGLE_ec0ffb28465e70b2342e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ec0ffb28465e70b2342e,,False,DERMNET_KAGGLE_c22e65bb4dffc84e6938,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c22e65bb4dffc84e6938,,False,True,0,False,True,False,False
DUPLICATE_8f1ff52d7fdbd0294424,exact,DERMNET_KAGGLE_ff7fe8cce96959e6d343,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ff7fe8cce96959e6d343,,False,DERMNET_KAGGLE_afe87f124deed52ac95f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_afe87f124deed52ac95f,,False,True,0,False,True,False,False
DUPLICATE_8f1ff52d7fdbd0294424,perceptual,DERMNET_KAGGLE_ff7fe8cce96959e6d343,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ff7fe8cce96959e6d343,,False,DERMNET_KAGGLE_6edebe0e6e02ebc62a55,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6edebe0e6e02ebc62a55,,False,False,0,False,True,False,True
DUPLICATE_8f1ff52d7fdbd0294424,perceptual,DERMNET_KAGGLE_ff7fe8cce96959e6d343,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ff7fe8cce96959e6d343,,False,DERMNET_KAGGLE_d119ab3f36c6cddf6244,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d119ab3f36c6cddf6244,,False,False,0,False,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,perceptual,DERMNET_KAGGLE_b24e5bddec0a63c9298c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24e5bddec0a63c9298c,,False,DERMNET_KAGGLE_baf696a9354b83fe5dc0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_baf696a9354b83fe5dc0,,False,False,0,False,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,perceptual,DERMNET_KAGGLE_b24e5bddec0a63c9298c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24e5bddec0a63c9298c,,False,DERMNET_KAGGLE_441cb5d6d8ba9cbac95d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_441cb5d6d8ba9cbac95d,,False,False,0,False,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,perceptual,DERMNET_KAGGLE_b24e5bddec0a63c9298c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24e5bddec0a63c9298c,,False,DERMNET_KAGGLE_c8d083da47ac5e4fbe16,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c8d083da47ac5e4fbe16,,False,False,0,False,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,exact,DERMNET_KAGGLE_b24e5bddec0a63c9298c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24e5bddec0a63c9298c,,False,DERMNET_KAGGLE_076aeb64d4b86373241c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_076aeb64d4b86373241c,,False,True,0,False,True,False,False
DUPLICATE_7d145a08e69fd0b8ab1c,perceptual,DERMNET_KAGGLE_b24e5bddec0a63c9298c,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b24e5bddec0a63c9298c,,False,DERMNET_KAGGLE_0cb9c555e585890f16d1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0cb9c555e585890f16d1,,False,False,0,False,True,False,True
DUPLICATE_8f420c94dda3c97ed615,perceptual,DERMNET_KAGGLE_8b7663d199af90cddbc2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8b7663d199af90cddbc2,,False,DERMNET_KAGGLE_3d034436145bc364133a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3d034436145bc364133a,,False,False,0,False,True,False,True
DUPLICATE_8f420c94dda3c97ed615,exact,DERMNET_KAGGLE_8b7663d199af90cddbc2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8b7663d199af90cddbc2,,False,DERMNET_KAGGLE_a57a3aae0518dbb15035,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a57a3aae0518dbb15035,,False,True,0,False,True,False,False
DUPLICATE_8f420c94dda3c97ed615,perceptual,DERMNET_KAGGLE_8b7663d199af90cddbc2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8b7663d199af90cddbc2,,False,DERMNET_KAGGLE_f386dca343ceeb7ee55e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f386dca343ceeb7ee55e,,False,False,0,False,True,False,True
DUPLICATE_58ff8c46f81d59188d65,exact,DERMNET_KAGGLE_581aeb53680fcacb7277,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_581aeb53680fcacb7277,,False,DERMNET_KAGGLE_cd9473020892d83d4c32,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_cd9473020892d83d4c32,,False,True,0,False,True,False,False
DUPLICATE_185ca40a5d612304b133,perceptual,DERMNET_KAGGLE_2177b22ca38b944fd2cf,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2177b22ca38b944fd2cf,,False,DERMNET_KAGGLE_1e10e1347b2538cbf82b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1e10e1347b2538cbf82b,,False,False,0,False,True,False,True
DUPLICATE_185ca40a5d612304b133,exact,DERMNET_KAGGLE_2177b22ca38b944fd2cf,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2177b22ca38b944fd2cf,,False,DERMNET_KAGGLE_84de83a8f571c67cb81a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_84de83a8f571c67cb81a,,False,True,0,False,True,False,False
