duplicate_group_id,duplicate_match_type,sample_count,source_group_count,leakage_group_count,dataset_count,dataset_ids,disease_ids,included_before_count,included_after_count,cross_dataset,label_conflict,requires_review
DUPLICATE_2bf6e71bbfb2f44a0bfb,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_dbde7a204cb8fbbfd419,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_f636388d93a6db095d13,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_37a9aa797184d2107433,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2505bfab8c79b563c803,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_054494a410f8baa0a2df,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_09fe2d2cd6406543d5f2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5e802d679c381cedbb40,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_8258bef4aa1ec98c42df,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ca5577c81597f0bda453,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_794c1e30804893a86109,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9636630f4e3119c090e2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e1e6841e8a23055f9faf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c60d69a17372f4871786,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_36605cb0d26d8483496b,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2dcdfdbe0f5044cf7243,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_b30420c0b82354b7a989,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ae0f6441bd5cebbb13b6,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_68c6aeaedaaaea1162a7,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0b504837838bfdcaab05,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_55c01e7ef1d1f82e5413,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_45bee58fce763e31b63f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_620f707bdb4ed399a2c5,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a1a94bd8fdc2ef0dfa06,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_fef6da3c9bdae9db9293,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9b407e7ab9f7e3116aaf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_91f36518ba55ffd9afc2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c49a7821c60833648111,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c46663fbe81f03d8e85d,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e0028243b225c39b371a,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_8c45dd51ce56e7c666e1,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a0f054a5e22694201543,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ebf4fd809c731e02d1b2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e0684ef6d868cc30cd1e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6c7e6a41629336490b03,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e4110247b0621b329add,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1b81fb4d36751b2172b2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e0da60a87de3044e830c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a07d752640cf5bf8190e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0568318dedec3eefbf9b,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_08d541c19d542bc4af91,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_71f951d1de2f1d2f8c57,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ef2d8a77e3828ad336cf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_deab65eee00da04e2da1,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9caef4c5057f603d0490,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ab530f17de3f9dc4ef0b,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_482b342f2640e8af7f94,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_adbaa544303660a7bd01,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ed5861964517f7d98a3a,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1e03d544823cc20ace56,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c5011ff0b4ccc062e255,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_555a837cb9d24a896fe9,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5650311fe2647e017c2e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_d7fa01badfabe8a716a6,exact,11,11,1,1,scin,,0,0,False,False,False
DUPLICATE_d68b4b993795c71bee06,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_14135efb7d43bd7045fa,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f0326e8be5eab3e6d7cc,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2206c7af7ddcbd58e86d,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b81c2584ff84855fbde2,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c9cd6833fd5a43350aea,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f3f6e220a82820ed2909,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6105909a6abafb653726,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_95cf4c83606b993729f4,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ce1e451c4b6a45b722c3,exact,4,4,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a60d778d54ef3d28ec19,exact,3,3,1,1,scin,D011,3,1,False,False,False
DUPLICATE_21cf6a63b7ba23f8deb9,exact,3,3,1,1,scin,D014,1,1,False,False,False
DUPLICATE_570b906eed0ae07c88c2,exact,3,3,1,1,scin,D014,1,1,False,False,False
DUPLICATE_33a5328977cb7942623e,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_44eed3a49e08b4904164,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0111db8e2f25360fafae,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_990094810ca0c521cba7,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_28746845ee13ff371b68,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1dd001f05e9ad059c104,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0a690c6b0e4110c42577,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_15c32868ff15dbc3c144,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9402922b4960b6bd478a,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_629dd9b29947e5d5a943,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_25d572a714732fe8c660,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e2bbb9790955010cc5bf,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ba6207e21b935627e410,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e90cab8a15d88e6a461d,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_53b50c5f9cd8246f3519,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_33bf009bce614fb2f6b3,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_568a61220d5ac779b539,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4e2d9de87ab1d3f24424,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_560f8ded5a2d63105cc5,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7f8581c0fca361f7f9ec,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_12620016d20dde8a7601,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fb70bbb62587177a9593,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_492e2bda40ee6244c971,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5d98802380cb18e05236,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1e9ca92cdb07f373f038,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b6e81dfe43727c08ea05,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f599b540a47fb6a2a1b4,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1451ae3b270b44ac3aa1,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3b51edd3b82e32dd1eac,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c17e5a6001d49206ca1c,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_cea92ec04e3201a2c3ae,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a9ac14d3f89f03793337,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0c55dd97b3b40c61c5ab,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3e12dd5262e91ddf9893,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d01d3945f312a43522d8,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a706ee296361cffbc5dc,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ae12708449d8de3901bf,exact,3,3,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fddf17610282f7771015,exact,2,1,1,1,pad_ufes_20,D006,2,1,False,False,False
DUPLICATE_3a03396dd35979df80b7,exact,2,1,1,1,pad_ufes_20,D007,2,1,False,False,False
DUPLICATE_52d15c4c99fbc13228b1,exact,2,1,1,1,pad_ufes_20,D005,2,1,False,False,False
DUPLICATE_1929756e095aeeb9959f,exact,2,2,1,1,scin,D016,2,1,False,False,False
DUPLICATE_703643ded5e143c5e90c,exact,2,2,1,1,scin,D016,2,1,False,False,False
DUPLICATE_264f17a4091ec2bd2fca,exact,2,2,1,1,scin,D012,2,1,False,False,False
DUPLICATE_57377f9e6a9832c2d072,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_301b78605952898dbee8,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_23d181f5f86abf16d600,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_bb69ce855d94a88ca117,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_770b95c0ea94e3a63f2c,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_1cf944f5858b0ab7072d,exact,2,2,1,1,scin,,0,0,False,False,False
DUPLICATE_5a467c83c5082d856a51,exact,2,2,1,1,scin,D009,2,1,False,False,False
DUPLICATE_f415615654c35c696a4d,exact,2,2,1,1,scin,D009,2,1,False,False,False
DUPLICATE_16fccc63922549b744d5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_29eec770029f472c809d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9384389e2ea72a5defde,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d9ce09fa042a9ac60ae0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0155879b2fa78b24826f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_547c30fb12da4d98e4c2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a7bbd6c13392294051c9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0e9fa739ba377ea1ae4b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e45748b6e202a9a07704,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4ebe7ead698ee0508278,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_cb102f433134579d0557,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8823ee34a93bcaf99128,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_376529177d28bc73e520,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ee5d47406e94ae25bd04,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c1a7d76868371d3ab15d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bbc0c37e1919dfd557db,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_29c7e72ee8837fd49aba,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9f002a77553a0b2d9ff0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f5e4cfb185906e5b3847,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5c87f4ecf4599a04e533,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6990001cd98c18dbff28,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_dcd3e6cb812a20aa275b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a95f3503d5021be3f9ad,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_eb3e2210edbd8795115e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e93cc8b670aeec0b0deb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1accba496c2ddd02d68b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5c072d1878422a44a988,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_322a92da7daf4f6eda86,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9f0f16cc014c1f733c42,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_29b8eb1395ea319c38ed,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ed7512f3f2938cc853a2,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_19f1e8689366d83fceb3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5a6f41dfd9d9c6be2879,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_75f1b7b1cd9126b8dada,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9852915b18a4dacc35dc,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bbeb7217d6412757528f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_351c6ded0ee40fde21fd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_720852cbdebabdd2f263,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8afca466cfc62c8384fa,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c32bef4bea3392be34e6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6f04d7dcc1d910ae768e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1bbfa590b67ec847308c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d2a862fe31d001b32da1,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_763696e5300a591de2b5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7f013a3a6d34288a640d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_56452391b15cfe17f451,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0746a1c9863a50b10323,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a725051a6e53b11118dc,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_56e40d7c3a0e70fd91ec,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3e9d37f2b535ffb4e02d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b98aea90486886607fca,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a237ee9403e3ddbd6560,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fe18065d763db1a2ddc8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5abf8c7182f01d43e552,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4ece242bd5e51a5f0c1d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7d365e07327f01262bad,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_64acd04e6d503ef41861,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ae823945b51f38a979cd,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5c3dbb23711fde1578be,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_73e21d9f601de214ebe6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fc18298f5a734c5d5340,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d2ee4d2fc778dfed2f7a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2426b07844ead5758d51,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9bd448710004a1d11ca4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3a69f2ff2f30bce435e5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2abe00a00a15a874da91,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_903bbf4c134a4c7780f4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ff4395326da50eed5c43,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d1efb769b46152ed5b18,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f7935289fec6975c5e67,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_e40ed25d46e50e3336a7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7e6870d5493eacfcf34d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6bf154152046418da8b6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_14fce28a644f720e6deb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_91a98fca40a70bd8b328,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_768c7e2f8b4af33c5f34,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4fd2d320fb34e7208976,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_520b2c959bc1702e6e04,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_31b3db6c5c5bb9dbc7b3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ee729a20ca50c9bfd0ac,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c9e1d1bbd09434181802,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d795dadd0961eacfca10,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_69f5c37290f735d78254,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a916fed65248e18e684a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_2ce644eef88f436dd7f7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_66bcf84e866f2ef71e8c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_708200f46a1040c054d5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a5c4ce721b8defab15fa,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a06093a19c1145f96762,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d964ca37af13a18a6c68,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9b856aef4ca319ef6b23,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_80cb7e604efb467409ba,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6b1e915adefb24736d3f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a6a5baeb899f3c6e233d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_296d904165e520efb0eb,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ab0db88641555a9ed14f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f09a05e80337753f9f6c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1209347585d49cf62d94,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_44fe3bf7ede499721bd7,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7906b245593eedb9b6a9,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_658578e221383d0eb38c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_afef1cc9a4feef9fd465,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ea2e71120245db667614,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_8007a30e3e4287638311,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_7908130008c465e1f940,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1ff27aae523dace7a65b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fb4cd06d2cff882b49f3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b2a86499289bdf071b2f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_00b47f34bfd0a94a15d6,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_662e2df55a0f2c5ccd7b,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_5efeb2df25c7be6cbaac,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_586c0eb0ab8cd6586642,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1ea4b0baf334a0420b59,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_6c286d836105db3a3099,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_c9fd0e797ff656f5e03f,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_34675f81872b4ed4a3e0,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bbc943efe24e2802c2e8,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3ed8f1881d2a69226056,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b705fa9a14f5fbf2008c,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_fcffc4ad9dc0fe4cef04,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d9682a2d0b329d5995d4,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_14eed680420d2dd894e3,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_f1d183eb72ec23e39d73,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_a8eaa950648d5417a700,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_da2b6308faf3810ae72e,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d7a20b80ac93caa5f7fe,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_ac4b4fd32c13d57b78e5,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_3950c58fe0b64fdd5dad,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_85ddbf04598b4c2b24cf,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_9acb5ba90bbaf67eff53,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_bf5c8d2cfec8cbcac747,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_1967ed2fbc1eae90552a,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_0ecd3b11dd06964fcb64,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_74a6e77d5278d873f9ba,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_47f1fe256de69f3ccb8d,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_4a90b61b3a7a1d533954,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_d71c85ef3908d93a7e21,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
DUPLICATE_b1c52324e58f8d72adae,exact,2,2,1,1,dermnet_kaggle,,0,0,False,False,False
