canonical_source_label,benchmark_disease_id,mapping_status,dataset_id,primary_group_count,primary_image_count,any_reference_group_count,any_reference_image_count,source_label_count
neurodermatitis,,out_of_benchmark_scope,fitzpatrick17k_c,54,54,54,54,1
acrodermatitis_enteropathica,,out_of_benchmark_scope,fitzpatrick17k_c,53,53,53,53,1
erythema_nodosum,,out_of_benchmark_scope,fitzpatrick17k_c,53,53,53,53,1
ichthyosis_vulgaris,,out_of_benchmark_scope,fitzpatrick17k_c,53,53,53,53,1
perioral_dermatitis,,out_of_benchmark_scope,fitzpatrick17k_c,53,53,53,53,1
seborrheic_keratosis,D006,benchmark_mapped,fitzpatrick17k_c,53,53,53,53,1
port_wine_stain,,out_of_benchmark_scope,fitzpatrick17k_c,52,52,52,52,1
erythema_annulare_centrifigum,,out_of_benchmark_scope,fitzpatrick17k_c,51,51,51,51,1
aplasia_cutis,,out_of_benchmark_scope,fitzpatrick17k_c,50,50,50,50,1
nevocytic_nevus,,out_of_benchmark_scope,fitzpatrick17k_c,50,50,50,50,1
behcets_disease,,out_of_benchmark_scope,fitzpatrick17k_c,49,49,49,49,1
drug_induced_pigmentary_changes,,out_of_benchmark_scope,fitzpatrick17k_c,49,49,49,49,1
rhinophyma,,out_of_benchmark_scope,fitzpatrick17k_c,48,48,48,48,1
striae,,out_of_benchmark_scope,fitzpatrick17k_c,48,48,48,48,1
tick_bite,,out_of_benchmark_scope,fitzpatrick17k_c,48,48,48,48,1
calcinosis_cutis,,out_of_benchmark_scope,fitzpatrick17k_c,47,47,47,47,1
neurotic_excoriations,,out_of_benchmark_scope,fitzpatrick17k_c,47,47,47,47,1
pustular_psoriasis,,out_of_benchmark_scope,fitzpatrick17k_c,47,47,47,47,1
xeroderma_pigmentosum,,out_of_benchmark_scope,fitzpatrick17k_c,47,47,47,47,1
basal_cell_carcinoma_morpheiform,,out_of_benchmark_scope,fitzpatrick17k_c,46,46,46,46,1
livedo_reticularis,,out_of_benchmark_scope,fitzpatrick17k_c,45,45,45,45,1
porokeratosis_of_mibelli,,out_of_benchmark_scope,fitzpatrick17k_c,45,45,45,45,1
fordyce_spots,,out_of_benchmark_scope,fitzpatrick17k_c,44,44,44,44,1
naevus_comedonicus,,out_of_benchmark_scope,fitzpatrick17k_c,44,44,44,44,1
xanthomas,,out_of_benchmark_scope,fitzpatrick17k_c,44,44,44,44,1
pityriasis_lichenoides_chronica,,out_of_benchmark_scope,fitzpatrick17k_c,43,43,43,43,1
solid_cystic_basal_cell_carcinoma,,out_of_benchmark_scope,fitzpatrick17k_c,41,41,41,41,1
pilomatricoma,,out_of_benchmark_scope,fitzpatrick17k_c,39,39,39,39,1
congenital_nevus,,out_of_benchmark_scope,fitzpatrick17k_c,38,38,38,38,1
factitial_dermatitis,,out_of_benchmark_scope,fitzpatrick17k_c,38,38,38,38,1
myiasis,,out_of_benchmark_scope,fitzpatrick17k_c,38,38,38,38,1
granuloma_pyogenic,,out_of_benchmark_scope,fitzpatrick17k_c,34,34,34,34,1
langerhans_cell_histiocytosis,,out_of_benchmark_scope,fitzpatrick17k_c,33,33,33,33,1
lichen_amyloidosis,,out_of_benchmark_scope,fitzpatrick17k_c,33,33,33,33,1
pediculosis_lids,,out_of_benchmark_scope,fitzpatrick17k_c,32,32,32,32,1
erythema_elevatum_diutinum,,out_of_benchmark_scope,fitzpatrick17k_c,24,24,24,24,1
disseminated_actinic_porokeratosis,,out_of_benchmark_scope,fitzpatrick17k_c,20,20,20,20,1
actinic_keratosis,D007,benchmark_mapped,pad_ufes_20,525,730,525,730,1
basal_cell_carcinoma,D004,benchmark_mapped,pad_ufes_20,513,845,513,845,1
melanocytic_nevus,D002,benchmark_mapped,pad_ufes_20,185,244,185,244,1
seborrheic_keratosis,D006,benchmark_mapped,pad_ufes_20,176,235,176,235,1
squamous_cell_carcinoma,D005,benchmark_mapped,pad_ufes_20,133,192,133,192,1
melanoma,D001,benchmark_mapped,pad_ufes_20,36,52,36,52,1
eczema,D014,benchmark_mapped,scin,488,1079,1056,2352,1
contact_dermatitis,D009,benchmark_mapped,scin,309,662,978,2171,2
urticaria,D017,benchmark_mapped,scin,214,442,332,696,1
insect_bite,,out_of_benchmark_scope,scin,185,401,403,879,1
folliculitis,D016,benchmark_mapped,scin,142,306,268,586,1
psoriasis,D003,benchmark_mapped,scin,109,234,308,661,1
tinea,,out_of_benchmark_scope,scin,93,211,206,465,1
impetigo,,out_of_benchmark_scope,scin,69,136,121,267,1
herpes_zoster,,out_of_benchmark_scope,scin,68,130,142,297,1
pigmented_purpuric_eruption,,out_of_benchmark_scope,scin,62,128,98,220,1
acne_vulgaris,D011,benchmark_mapped,scin,61,123,98,207,1
drug_eruption,D025,benchmark_mapped,scin,58,129,148,335,1
herpes_simplex,,out_of_benchmark_scope,scin,55,109,141,295,1
acute_dermatitis_nos,,out_of_benchmark_scope,scin,46,93,124,277,1
pityriasis_rosea,D019,benchmark_mapped,scin,44,93,80,173,1
tinea_versicolor,,out_of_benchmark_scope,scin,37,72,53,108,1
cd_contact_dermatitis,,out_of_benchmark_scope,scin,36,98,70,190,1
keratosis_pilaris,,out_of_benchmark_scope,scin,32,77,61,148,1
lichen_simplex_chronicus,,out_of_benchmark_scope,scin,32,69,78,167,1
rosacea,D012,benchmark_mapped,scin,29,57,52,108,1
viral_exanthem,,out_of_benchmark_scope,scin,29,53,82,187,1
lichen_planus_lichenoid_eruption,,out_of_benchmark_scope,scin,28,62,89,209,1
o_e_ecchymoses_present,,out_of_benchmark_scope,scin,28,53,50,103,1
granuloma_annulare,D023,benchmark_mapped,scin,27,56,59,128,1
leukocytoclastic_vasculitis,,out_of_benchmark_scope,scin,25,57,99,218,1
hypersensitivity,,out_of_benchmark_scope,scin,24,51,113,249,1
abrasion_scrape_or_scab,,out_of_benchmark_scope,scin,23,45,48,105,1
photodermatitis,,out_of_benchmark_scope,scin,23,44,43,87,1
prurigo_nodularis,D022,benchmark_mapped,scin,22,54,27,66,1
purpura,,out_of_benchmark_scope,scin,21,34,36,67,1
scabies,D018,benchmark_mapped,scin,21,44,63,154,1
stasis_dermatitis,,out_of_benchmark_scope,scin,21,59,70,163,1
verruca_vulgaris,,out_of_benchmark_scope,scin,20,46,40,95,1
acute_and_chronic_dermatitis,,out_of_benchmark_scope,scin,19,39,47,108,1
intertrigo,,out_of_benchmark_scope,scin,19,36,31,64,1
molluscum_contagiosum,,out_of_benchmark_scope,scin,18,33,63,135,1
scar_condition,,out_of_benchmark_scope,scin,18,36,23,48,1
abscess,,out_of_benchmark_scope,scin,17,34,41,88,1
cellulitis,,out_of_benchmark_scope,scin,17,41,39,94,1
chronic_dermatitis_nos,,out_of_benchmark_scope,scin,17,31,27,51,1
miliaria,,out_of_benchmark_scope,scin,15,27,36,76,1
perioral_dermatitis,,out_of_benchmark_scope,scin,15,35,26,58,1
seborrheic_dermatitis,D015,benchmark_mapped,scin,14,31,46,96,1
actinic_keratosis,D007,benchmark_mapped,scin,12,21,22,39,1
cutaneous_lupus,,out_of_benchmark_scope,scin,10,18,31,67,1
inflicted_skin_lesions,,out_of_benchmark_scope,scin,10,21,29,64,1
hemangioma,,out_of_benchmark_scope,scin,9,15,15,30,1
lichen_nitidus,,out_of_benchmark_scope,scin,9,19,27,64,1
xerosis,,out_of_benchmark_scope,scin,9,17,24,58,1
ecthyma,,out_of_benchmark_scope,scin,8,21,11,30,1
infected_eczema,,out_of_benchmark_scope,scin,8,12,23,46,1
squamous_cell_carcinoma,D005,benchmark_mapped,scin,8,16,37,75,1
erythema_multiforme,D024,benchmark_mapped,scin,7,16,33,74,1
livedo_reticularis,,out_of_benchmark_scope,scin,7,16,10,25,1
pityriasis_lichenoides,,out_of_benchmark_scope,scin,7,16,28,71,1
sk_isk,,out_of_benchmark_scope,scin,7,14,17,39,1
basal_cell_carcinoma,D004,benchmark_mapped,scin,6,13,21,38,1
confluent_and_reticulate_papillomatosis,,out_of_benchmark_scope,scin,6,9,8,11,1
cutaneous_sarcoidosis,,out_of_benchmark_scope,scin,6,11,24,51,1
cutaneous_t_cell_lymphoma,,out_of_benchmark_scope,scin,6,13,16,31,1
dermatofibroma,,out_of_benchmark_scope,scin,6,14,8,20,1
erythema_ab_igne,,out_of_benchmark_scope,scin,6,13,16,36,1
hidradenitis,,out_of_benchmark_scope,scin,6,11,14,26,1
post_inflammatory_hyperpigmentation,,out_of_benchmark_scope,scin,6,15,28,61,1
superficial_wound_of_body_region,,out_of_benchmark_scope,scin,6,16,10,24,1
burn_of_skin,,out_of_benchmark_scope,scin,5,8,16,33,1
cyst,,out_of_benchmark_scope,scin,5,9,20,38,1
melanocytic_nevus,D002,benchmark_mapped,scin,5,13,12,28,1
onychomycosis,,out_of_benchmark_scope,scin,5,12,7,17,1
skin_infection,,out_of_benchmark_scope,scin,5,9,15,27,1
traumatic_petechiae,,out_of_benchmark_scope,scin,5,10,7,14,1
acanthosis_nigricans,,out_of_benchmark_scope,scin,4,9,5,12,1
candida_intertrigo,,out_of_benchmark_scope,scin,4,8,13,26,1
cutaneous_larva_migrans,,out_of_benchmark_scope,scin,4,9,9,22,1
geographic_tongue,,out_of_benchmark_scope,scin,4,8,8,17,1
keratosis,,out_of_benchmark_scope,scin,4,5,6,11,1
lichen_spinulosus,,out_of_benchmark_scope,scin,4,10,11,27,1
lichenified_eczematous_dermatitis,,out_of_benchmark_scope,scin,4,10,6,15,1
melasma,,out_of_benchmark_scope,scin,4,9,5,12,1
o_e_petechiae_on_skin,,out_of_benchmark_scope,scin,4,7,7,11,1
paronychia,,out_of_benchmark_scope,scin,4,9,5,11,1
bullous_pemphigoid,,out_of_benchmark_scope,scin,3,6,9,21,1
contact_purpura,,out_of_benchmark_scope,scin,3,7,3,7,1
lichen_striatus,,out_of_benchmark_scope,scin,3,7,4,10,1
o_e_pustules,,out_of_benchmark_scope,scin,3,7,4,10,1
pityriasis_alba,,out_of_benchmark_scope,scin,3,8,4,9,1
porokeratosis,,out_of_benchmark_scope,scin,3,7,13,32,1
remove_from_labeling_tool,,out_of_benchmark_scope,scin,3,3,12,24,1
acute_constitutional_eczema,,out_of_benchmark_scope,scin,2,5,2,5,1
akv_acrokeratosis_verruciformis,,out_of_benchmark_scope,scin,2,3,3,6,1
amyloidosis_of_skin,,out_of_benchmark_scope,scin,2,4,9,23,1
animal_bite_wound,,out_of_benchmark_scope,scin,2,6,7,21,1
annular_erythema,,out_of_benchmark_scope,scin,2,2,7,9,1
chilblain,,out_of_benchmark_scope,scin,2,2,6,13,1
clavus,,out_of_benchmark_scope,scin,2,5,4,9,1
deep_fungal_infection,,out_of_benchmark_scope,scin,2,3,17,37,2
dermatitis_herpetiformis,,out_of_benchmark_scope,scin,2,3,14,36,1
epidermal_nevus,,out_of_benchmark_scope,scin,2,4,5,12,1
erythema_gyratum_repens,,out_of_benchmark_scope,scin,2,5,4,9,1
erythema_nodosum,,out_of_benchmark_scope,scin,2,4,8,20,1
foot_ulcer,,out_of_benchmark_scope,scin,2,6,2,6,1
grover_s_disease,,out_of_benchmark_scope,scin,2,5,10,25,1
hand_foot_and_mouth_disease,,out_of_benchmark_scope,scin,2,2,4,5,1
hematoma_of_skin,,out_of_benchmark_scope,scin,2,4,2,4,1
idiopathic_guttate_hypomelanosis,,out_of_benchmark_scope,scin,2,2,2,2,1
inverse_psoriasis,,out_of_benchmark_scope,scin,2,4,2,4,1
kaposi_s_sarcoma_of_skin,,out_of_benchmark_scope,scin,2,4,13,24,1
koebner_phenomenon,,out_of_benchmark_scope,scin,2,6,4,11,1
lichenoid_myxedema,,out_of_benchmark_scope,scin,2,5,6,16,1
milia,,out_of_benchmark_scope,scin,2,5,11,24,1
morphea_scleroderma,,out_of_benchmark_scope,scin,2,5,6,15,1
o_e_petechiae_present,,out_of_benchmark_scope,scin,2,4,3,6,1
parapsoriasis,,out_of_benchmark_scope,scin,2,6,8,17,1
perforating_dermatosis,,out_of_benchmark_scope,scin,2,6,7,21,1
prurigo,,out_of_benchmark_scope,scin,2,4,4,8,1
pyogenic_granuloma,,out_of_benchmark_scope,scin,2,6,4,9,1
rheumatoid_nodule,,out_of_benchmark_scope,scin,2,5,2,5,1
skin_and_soft_tissue_atypical_mycobacterial_infection,,out_of_benchmark_scope,scin,2,6,25,61,1
syphilis,,out_of_benchmark_scope,scin,2,3,32,70,1
venous_stasis_ulcer,,out_of_benchmark_scope,scin,2,4,2,4,1
vitiligo,D013,benchmark_mapped,scin,2,4,6,16,1
abrasion_and_or_friction_burn_of_thigh_without_infection,,out_of_benchmark_scope,scin,1,3,1,3,1
acne_keloidalis,,out_of_benchmark_scope,scin,1,3,2,6,1
acne_urticata,,out_of_benchmark_scope,scin,1,2,1,2,1
actinic_granuloma,,out_of_benchmark_scope,scin,1,3,2,4,1
acute_dermatitis,,out_of_benchmark_scope,scin,1,3,1,3,1
acute_on_chronic_dyshidrotic_eczema_of_hands,,out_of_benchmark_scope,scin,1,3,1,3,1
acute_vesicular_dermatitis,,out_of_benchmark_scope,scin,1,2,1,2,1
adnexal_neoplasm,,out_of_benchmark_scope,scin,1,3,4,10,1
agminate_folliculitis,,out_of_benchmark_scope,scin,1,3,1,3,1
allergic_contact_dermatitis_caused_by_allergenic_hapten_derived_from_plant,,out_of_benchmark_scope,scin,1,3,1,3,1
arsenical_keratosis,,out_of_benchmark_scope,scin,1,2,1,2,1
b_cell_cutaneous_lymphoma,,out_of_benchmark_scope,scin,1,2,3,6,1
berloque_dermatitis,,out_of_benchmark_scope,scin,1,3,1,3,1
blister,,out_of_benchmark_scope,scin,1,3,3,8,1
burn_of_forearm,,out_of_benchmark_scope,scin,1,2,1,2,1
candida,,out_of_benchmark_scope,scin,1,3,4,9,1
cheilitis,,out_of_benchmark_scope,scin,1,1,1,1,1
chicken_pox_exanthem,,out_of_benchmark_scope,scin,1,1,2,4,1
condyloma_acuminatum,,out_of_benchmark_scope,scin,1,3,4,12,1
contact_dermatitis_caused_by_rhus_diversiloba,,out_of_benchmark_scope,scin,1,3,3,5,1
contact_dermatitis_nos,,out_of_benchmark_scope,scin,1,3,10,24,1
cutaneous_metastasis,,out_of_benchmark_scope,scin,1,3,2,4,1
diffuse_xanthoma,,out_of_benchmark_scope,scin,1,2,1,2,1
ecthyma_gangrenosum,,out_of_benchmark_scope,scin,1,1,1,1,1
elephantiasis_nostras,,out_of_benchmark_scope,scin,1,1,1,1,1
erosion_of_skin,,out_of_benchmark_scope,scin,1,3,1,3,1
eruptive_odontogenic_cyst,,out_of_benchmark_scope,scin,1,3,2,4,1
eruptive_xanthoma,,out_of_benchmark_scope,scin,1,1,1,1,1
erythema_dyschromicum_perstans,,out_of_benchmark_scope,scin,1,2,2,5,1
erythema_migrans,,out_of_benchmark_scope,scin,1,3,11,25,1
foreign_body_reaction_of_the_skin,,out_of_benchmark_scope,scin,1,3,3,8,1
fox_fordyce_disease,,out_of_benchmark_scope,scin,1,3,2,6,1
fungal_dermatitis,,out_of_benchmark_scope,scin,1,1,2,4,1
fungal_dermatosis,,out_of_benchmark_scope,scin,1,3,3,6,1
hemosiderin_pigmentation_of_lower_limb_due_to_varicose_veins_of_lower_limb,,out_of_benchmark_scope,scin,1,3,1,3,1
hemosiderin_pigmentation_of_skin_due_to_venous_insufficiency,,out_of_benchmark_scope,scin,1,3,2,6,1
histiocytosis_of_skin,,out_of_benchmark_scope,scin,1,3,1,3,1
hk_hyperkeratosis,,out_of_benchmark_scope,scin,1,3,4,10,1
hyperlinear_palm,,out_of_benchmark_scope,scin,1,3,1,3,1
hyperpigmentation,,out_of_benchmark_scope,scin,1,1,1,1,1
ichthyosis,,out_of_benchmark_scope,scin,1,2,6,10,1
infection_of_skin,,out_of_benchmark_scope,scin,1,2,2,3,1
inflammatory_dermatosis,,out_of_benchmark_scope,scin,1,3,3,7,1
jessner_lymphocytic_infiltrate,,out_of_benchmark_scope,scin,1,1,1,1,1
keratoderma,,out_of_benchmark_scope,scin,1,3,6,16,1
keratolysis_exfoliativa,,out_of_benchmark_scope,scin,1,1,1,1,1
knuckle_pads,,out_of_benchmark_scope,scin,1,1,1,1,1
leukonychia,,out_of_benchmark_scope,scin,1,1,1,1,1
lichen_sclerosus,,out_of_benchmark_scope,scin,1,2,3,6,1
lichenified_eczema,,out_of_benchmark_scope,scin,1,1,1,1,1
local_infection_of_wound,,out_of_benchmark_scope,scin,1,3,1,3,1
localised_cutaneous_vasculitis,,out_of_benchmark_scope,scin,1,3,1,3,1
localized_skin_infection,,out_of_benchmark_scope,scin,1,1,11,27,1
lymphangioma,,out_of_benchmark_scope,scin,1,2,5,12,1
majocchi_granuloma,,out_of_benchmark_scope,scin,1,1,1,1,1
melanin_pigmentation_due_to_exogenous_substance,,out_of_benchmark_scope,scin,1,2,1,2,1
melanoma,D001,benchmark_mapped,scin,1,3,7,17,1
morbilliform_eruption,,out_of_benchmark_scope,scin,1,1,1,1,1
nail_dystrophy,,out_of_benchmark_scope,scin,1,2,2,3,1
necrobiosis_lipoidica,,out_of_benchmark_scope,scin,1,3,5,13,1
o_e_vesicles_present,,out_of_benchmark_scope,scin,1,1,1,1,1
on_examination_follicular_pustules,,out_of_benchmark_scope,scin,1,3,1,3,1
onychodystrophy,,out_of_benchmark_scope,scin,1,3,2,5,1
pathergy,,out_of_benchmark_scope,scin,1,3,1,3,1
pemphigus_vulgaris,,out_of_benchmark_scope,scin,1,3,3,8,1
petechiae,,out_of_benchmark_scope,scin,1,2,2,5,1
photocontact_dermatitis_berloque_dermatitis,,out_of_benchmark_scope,scin,1,3,1,3,1
phytophotodermatitis,,out_of_benchmark_scope,scin,1,3,4,11,1
pincer_nail_deformity,,out_of_benchmark_scope,scin,1,2,1,2,1
pityriasis_rubra_pilaris,,out_of_benchmark_scope,scin,1,2,8,19,1
poikiloderma,,out_of_benchmark_scope,scin,1,3,1,3,1
poisoning_by_nematocyst,,out_of_benchmark_scope,scin,1,1,1,1,1
post_inflammatory_hypopigmentation,,out_of_benchmark_scope,scin,1,3,6,16,1
pressure_ulcer,,out_of_benchmark_scope,scin,1,1,1,1,1
pyoderma,,out_of_benchmark_scope,scin,1,1,1,1,1
relapsing_polychondritis,,out_of_benchmark_scope,scin,1,3,1,3,1
skin_lesion_in_drug_addict,,out_of_benchmark_scope,scin,1,3,3,7,1
skin_ulcer,,out_of_benchmark_scope,scin,1,1,2,4,1
sunburn,,out_of_benchmark_scope,scin,1,3,6,14,1
sweet_syndrome,,out_of_benchmark_scope,scin,1,3,5,13,1
tmep_telangiectasia_macularis_eruptiva_perstans,,out_of_benchmark_scope,scin,1,1,1,1,1
traction_alopecia,,out_of_benchmark_scope,scin,1,2,1,2,1
traumatic_blister,,out_of_benchmark_scope,scin,1,1,2,4,1
traumatic_ulcer,,out_of_benchmark_scope,scin,1,1,2,4,1
unilateral_laterothoracic_exanthem,,out_of_benchmark_scope,scin,1,1,1,1,1
varicose_vein,,out_of_benchmark_scope,scin,1,3,1,3,1
varicose_veins_of_lower_extremity,,out_of_benchmark_scope,scin,1,1,1,1,1
vasculitis_of_the_skin,,out_of_benchmark_scope,scin,1,1,10,24,1
wound_abrasion,,out_of_benchmark_scope,scin,1,3,1,3,1
abrasion_and_or_friction_burn_of_lower_limb_without_infection,,out_of_benchmark_scope,scin,0,0,1,1,1
abrasion_of_wrist,,out_of_benchmark_scope,scin,0,0,2,5,1
acneiform_eruption,,out_of_benchmark_scope,scin,0,0,1,1,1
acquired_digital_fibrokeratoma,,out_of_benchmark_scope,scin,0,0,1,3,1
acquired_poikiloderma,,out_of_benchmark_scope,scin,0,0,1,3,1
acral_erythema,,out_of_benchmark_scope,scin,0,0,1,2,1
acral_persistent_papular_mucinosis,,out_of_benchmark_scope,scin,0,0,1,3,1
acute_generalised_exanthematous_pustulosis,,out_of_benchmark_scope,scin,0,0,3,7,1
acute_ulcer_of_skin,,out_of_benchmark_scope,scin,0,0,1,3,1
anetoderma,,out_of_benchmark_scope,scin,0,0,1,2,1
angiokeratoma_of_skin,,out_of_benchmark_scope,scin,0,0,3,5,1
angiosarcoma_of_skin,,out_of_benchmark_scope,scin,0,0,1,1,1
atrophic_glossitis,,out_of_benchmark_scope,scin,0,0,1,3,1
atypical_nevus,,out_of_benchmark_scope,scin,0,0,5,9,1
autoimmune_diseases_affecting_skin,,out_of_benchmark_scope,scin,0,0,2,4,1
bacterial_pyoderma,,out_of_benchmark_scope,scin,0,0,1,3,1
benign_cutaneous_vascular_tumor,,out_of_benchmark_scope,scin,0,0,2,5,1
benign_tumor_of_dermis,,out_of_benchmark_scope,scin,0,0,1,2,1
blood_blister,,out_of_benchmark_scope,scin,0,0,1,2,1
bullosis_diabeticorum,,out_of_benchmark_scope,scin,0,0,1,3,1
bullous_dermatitis,,out_of_benchmark_scope,scin,0,0,3,5,1
bullous_dermatitis_nos,,out_of_benchmark_scope,scin,0,0,2,4,1
bullous_dermatosis,,out_of_benchmark_scope,scin,0,0,2,5,1
burn_erythema_of_abdominal_wall,,out_of_benchmark_scope,scin,0,0,1,3,1
burn_erythema_of_back_of_hand,,out_of_benchmark_scope,scin,0,0,3,9,1
burn_erythema_of_lower_leg,,out_of_benchmark_scope,scin,0,0,2,6,1
burn_erythema_of_neck,,out_of_benchmark_scope,scin,0,0,1,3,1
calcinosis_cutis,,out_of_benchmark_scope,scin,0,0,4,11,1
calciphylaxis_cutis,,out_of_benchmark_scope,scin,0,0,1,3,1
candida_infection_of_flexural_skin,,out_of_benchmark_scope,scin,0,0,1,3,1
candidal_intertrigo,,out_of_benchmark_scope,scin,0,0,6,15,1
cat_scratch_disease,,out_of_benchmark_scope,scin,0,0,1,3,1
cat_scratch_injury,,out_of_benchmark_scope,scin,0,0,1,3,1
cellulitis_of_hand_excluding_finger,,out_of_benchmark_scope,scin,0,0,1,2,1
chemical_leukoderma,,out_of_benchmark_scope,scin,0,0,2,4,1
chronic_dermatitis,,out_of_benchmark_scope,scin,0,0,1,3,1
chronic_ulcer_of_skin,,out_of_benchmark_scope,scin,0,0,1,3,1
clinical_neurofibromatosis,,out_of_benchmark_scope,scin,0,0,1,3,1
collagenoma,,out_of_benchmark_scope,scin,0,0,1,2,1
comedone,,out_of_benchmark_scope,scin,0,0,2,3,1
contact_burn_of_skin,,out_of_benchmark_scope,scin,0,0,1,1,1
crohn_disease_of_skin,,out_of_benchmark_scope,scin,0,0,1,3,1
crusted_eczematous_dermatitis,,out_of_benchmark_scope,scin,0,0,1,3,1
cutaneous_leishmaniasis,,out_of_benchmark_scope,scin,0,0,3,7,1
cutaneous_lyme_disease,,out_of_benchmark_scope,scin,0,0,3,8,1
cutaneous_polyarteritis_nodosa,,out_of_benchmark_scope,scin,0,0,1,1,1
darier_s_disease,,out_of_benchmark_scope,scin,0,0,2,6,1
deep_vein_thrombosis,,out_of_benchmark_scope,scin,0,0,1,3,1
dehiscence,,out_of_benchmark_scope,scin,0,0,1,3,1
dermatofibrosarcoma_protuberans,,out_of_benchmark_scope,scin,0,0,1,2,1
dermatomyositis,,out_of_benchmark_scope,scin,0,0,3,8,1
dermatosis_caused_by_lice,,out_of_benchmark_scope,scin,0,0,1,2,1
dermatosis_due_to_flea,,out_of_benchmark_scope,scin,0,0,2,6,1
digital_myxoid_cyst,,out_of_benchmark_scope,scin,0,0,1,3,1
discrete_papular_lichen_myxedematosus,,out_of_benchmark_scope,scin,0,0,1,2,1
drug_induced_abnormal_pigmentation_of_skin,,out_of_benchmark_scope,scin,0,0,2,4,1
drug_induced_pellagra,,out_of_benchmark_scope,scin,0,0,1,2,1
drug_induced_photosensitivity,,out_of_benchmark_scope,scin,0,0,1,1,1
erysipelas,,out_of_benchmark_scope,scin,0,0,1,3,1
erythema_annulare_centrifugum,,out_of_benchmark_scope,scin,0,0,13,35,1
erythema_elevatum_diutinum,,out_of_benchmark_scope,scin,0,0,1,3,1
erythema_marginatum,,out_of_benchmark_scope,scin,0,0,1,1,1
erythema_marginatum_in_acute_rheumatic_fever,,out_of_benchmark_scope,scin,0,0,1,3,1
flagellate_erythema,,out_of_benchmark_scope,scin,0,0,4,11,1
flushing,,out_of_benchmark_scope,scin,0,0,2,4,1
folliculitis_decalvans,,out_of_benchmark_scope,scin,0,0,1,3,1
foreign_body,,out_of_benchmark_scope,scin,0,0,2,6,1
frontal_fibrosing_alopecia,,out_of_benchmark_scope,scin,0,0,1,2,1
furuncle,,out_of_benchmark_scope,scin,0,0,1,1,1
gouty_tophi,,out_of_benchmark_scope,scin,0,0,1,3,1
granular_parakeratosis,,out_of_benchmark_scope,scin,0,0,1,1,1
granuloma_faciale,,out_of_benchmark_scope,scin,0,0,5,11,1
granulomatous_disorder_of_the_skin_and_subcutaneous_tissue,,out_of_benchmark_scope,scin,0,0,4,8,1
hailey_hailey_disease,,out_of_benchmark_scope,scin,0,0,3,7,1
hemosiderin_pigmentation_of_skin,,out_of_benchmark_scope,scin,0,0,1,1,1
hyperkeratosis_of_skin,,out_of_benchmark_scope,scin,0,0,1,1,1
hyperpigmentation_disorder,,out_of_benchmark_scope,scin,0,0,1,3,1
ichthyosiform_dermatosis,,out_of_benchmark_scope,scin,0,0,1,3,1
infection_of_tick_bite,,out_of_benchmark_scope,scin,0,0,1,3,1
infection_of_toe_web,,out_of_benchmark_scope,scin,0,0,1,1,1
infestation_caused_by_sarcoptes_scabiei_var_bovis,,out_of_benchmark_scope,scin,0,0,1,3,1
ingrown_hair,,out_of_benchmark_scope,scin,0,0,2,4,1
injection_site_disorder,,out_of_benchmark_scope,scin,0,0,1,3,1
itchy_skin_eruption,,out_of_benchmark_scope,scin,0,0,1,3,1
lentigo,,out_of_benchmark_scope,scin,0,0,3,7,1
leprosy,,out_of_benchmark_scope,scin,0,0,1,2,1
leukemia_cutis,,out_of_benchmark_scope,scin,0,0,2,4,1
linear_iga_disease,,out_of_benchmark_scope,scin,0,0,3,6,1
lipoma,,out_of_benchmark_scope,scin,0,0,1,1,1
livedoid_vasculopathy,,out_of_benchmark_scope,scin,0,0,4,9,1
localised_skin_eruption_due_to_drugs_and_medicaments,,out_of_benchmark_scope,scin,0,0,1,3,1
localised_skin_infection,,out_of_benchmark_scope,scin,0,0,2,6,1
localized_cutaneous_vasculitis,,out_of_benchmark_scope,scin,0,0,3,4,1
lymphocutaneous_sporotrichosis,,out_of_benchmark_scope,scin,0,0,1,3,1
lymphomatoid_papulosis,,out_of_benchmark_scope,scin,0,0,3,9,1
majocchi_s_granuloma,,out_of_benchmark_scope,scin,0,0,1,1,1
mastocytoma,,out_of_benchmark_scope,scin,0,0,1,3,1
mixed_diabetic_ulcer_foot,,out_of_benchmark_scope,scin,0,0,1,3,1
muehrcke_lines,,out_of_benchmark_scope,scin,0,0,1,1,1
mycetoma,,out_of_benchmark_scope,scin,0,0,2,6,1
nail_dystrophy_due_to_trauma,,out_of_benchmark_scope,scin,0,0,3,8,1
nail_pitting,,out_of_benchmark_scope,scin,0,0,1,2,1
neoplasm_of_uncertain_behavior_of_skin_of_arm,,out_of_benchmark_scope,scin,0,0,1,3,1
nevus_anemicus,,out_of_benchmark_scope,scin,0,0,1,2,1
nodular_vasculitis,,out_of_benchmark_scope,scin,0,0,1,3,1
non_melanin_pigmentation_due_to_exogenous_substance_disorder,,out_of_benchmark_scope,scin,0,0,1,1,1
non_specific_panniculitis,,out_of_benchmark_scope,scin,0,0,1,1,1
o_e_purulent_pustules,,out_of_benchmark_scope,scin,0,0,1,3,1
o_e_skin_cyst_present,,out_of_benchmark_scope,scin,0,0,1,3,1
o_e_skin_fissure,,out_of_benchmark_scope,scin,0,0,1,1,1
ochronosis,,out_of_benchmark_scope,scin,0,0,1,1,1
ok_odontogenic_keratocyst,,out_of_benchmark_scope,scin,0,0,1,3,1
