dataset_id,disease_original,normalized_source_label,canonical_source_label,disease_id,mapping_status,any_reference_image_count,any_reference_group_count,primary_image_count,primary_group_count
scin,Discrete papular lichen myxedematosus,discrete papular lichen myxedematosus,discrete_papular_lichen_myxedematosus,,out_of_benchmark_scope,2,1,0,0
scin,Drug induced abnormal pigmentation of skin,drug induced abnormal pigmentation of skin,drug_induced_abnormal_pigmentation_of_skin,,out_of_benchmark_scope,4,2,0,0
scin,Drug-induced pellagra,drug induced pellagra,drug_induced_pellagra,,out_of_benchmark_scope,2,1,0,0
scin,Drug-induced photosensitivity,drug induced photosensitivity,drug_induced_photosensitivity,,out_of_benchmark_scope,1,1,0,0
scin,Erysipelas,erysipelas,erysipelas,,out_of_benchmark_scope,3,1,0,0
scin,Erythema annulare centrifugum,erythema annulare centrifugum,erythema_annulare_centrifugum,,out_of_benchmark_scope,35,13,0,0
scin,Erythema elevatum diutinum,erythema elevatum diutinum,erythema_elevatum_diutinum,,out_of_benchmark_scope,3,1,0,0
scin,Erythema marginatum,erythema marginatum,erythema_marginatum,,out_of_benchmark_scope,1,1,0,0
scin,Erythema marginatum in acute rheumatic fever,erythema marginatum in acute rheumatic fever,erythema_marginatum_in_acute_rheumatic_fever,,out_of_benchmark_scope,3,1,0,0
scin,Flagellate erythema,flagellate erythema,flagellate_erythema,,out_of_benchmark_scope,11,4,0,0
scin,Flushing,flushing,flushing,,out_of_benchmark_scope,4,2,0,0
scin,Folliculitis decalvans,folliculitis decalvans,folliculitis_decalvans,,out_of_benchmark_scope,3,1,0,0
scin,Foreign body,foreign body,foreign_body,,out_of_benchmark_scope,6,2,0,0
scin,Frontal fibrosing alopecia,frontal fibrosing alopecia,frontal_fibrosing_alopecia,,out_of_benchmark_scope,2,1,0,0
scin,Furuncle,furuncle,furuncle,,out_of_benchmark_scope,1,1,0,0
scin,Granuloma faciale,granuloma faciale,granuloma_faciale,,out_of_benchmark_scope,11,5,0,0
scin,Granulomatous disorder of the skin and subcutaneous tissue,granulomatous disorder of the skin and subcutaneous tissue,granulomatous_disorder_of_the_skin_and_subcutaneous_tissue,,out_of_benchmark_scope,8,4,0,0
scin,Hailey Hailey disease,hailey hailey disease,hailey_hailey_disease,,out_of_benchmark_scope,7,3,0,0
scin,Hemosiderin pigmentation of skin,hemosiderin pigmentation of skin,hemosiderin_pigmentation_of_skin,,out_of_benchmark_scope,1,1,0,0
scin,Hyperkeratosis of skin,hyperkeratosis of skin,hyperkeratosis_of_skin,,out_of_benchmark_scope,1,1,0,0
scin,Hyperpigmentation disorder,hyperpigmentation disorder,hyperpigmentation_disorder,,out_of_benchmark_scope,3,1,0,0
scin,Ichthyosiform dermatosis,ichthyosiform dermatosis,ichthyosiform_dermatosis,,out_of_benchmark_scope,3,1,0,0
scin,Infection of tick bite,infection of tick bite,infection_of_tick_bite,,out_of_benchmark_scope,3,1,0,0
scin,Infection of toe web,infection of toe web,infection_of_toe_web,,out_of_benchmark_scope,1,1,0,0
scin,Infestation caused by Sarcoptes scabiei var bovis,infestation caused by sarcoptes scabiei var bovis,infestation_caused_by_sarcoptes_scabiei_var_bovis,,out_of_benchmark_scope,3,1,0,0
scin,Ingrown hair,ingrown hair,ingrown_hair,,out_of_benchmark_scope,4,2,0,0
scin,Injection site disorder,injection site disorder,injection_site_disorder,,out_of_benchmark_scope,3,1,0,0
scin,Itchy skin eruption,itchy skin eruption,itchy_skin_eruption,,out_of_benchmark_scope,3,1,0,0
scin,Lentigo,lentigo,lentigo,,out_of_benchmark_scope,7,3,0,0
scin,Leprosy,leprosy,leprosy,,out_of_benchmark_scope,2,1,0,0
scin,Leukemia cutis,leukemia cutis,leukemia_cutis,,out_of_benchmark_scope,4,2,0,0
scin,Linear IgA disease,linear iga disease,linear_iga_disease,,out_of_benchmark_scope,6,3,0,0
scin,Lipoma,lipoma,lipoma,,out_of_benchmark_scope,1,1,0,0
scin,Livedoid vasculopathy,livedoid vasculopathy,livedoid_vasculopathy,,out_of_benchmark_scope,9,4,0,0
scin,Localised skin eruption due to drugs and medicaments,localised skin eruption due to drugs and medicaments,localised_skin_eruption_due_to_drugs_and_medicaments,,out_of_benchmark_scope,3,1,0,0
scin,Localised skin infection,localised skin infection,localised_skin_infection,,out_of_benchmark_scope,6,2,0,0
scin,Localized cutaneous vasculitis,localized cutaneous vasculitis,localized_cutaneous_vasculitis,,out_of_benchmark_scope,4,3,0,0
scin,Lymphocutaneous sporotrichosis,lymphocutaneous sporotrichosis,lymphocutaneous_sporotrichosis,,out_of_benchmark_scope,3,1,0,0
scin,Lymphomatoid papulosis,lymphomatoid papulosis,lymphomatoid_papulosis,,out_of_benchmark_scope,9,3,0,0
scin,Majocchi's granuloma,majocchi s granuloma,majocchi_s_granuloma,,out_of_benchmark_scope,1,1,0,0
scin,Mastocytoma,mastocytoma,mastocytoma,,out_of_benchmark_scope,3,1,0,0
scin,Mixed diabetic ulcer - foot,mixed diabetic ulcer foot,mixed_diabetic_ulcer_foot,,out_of_benchmark_scope,3,1,0,0
scin,Muehrcke lines,muehrcke lines,muehrcke_lines,,out_of_benchmark_scope,1,1,0,0
scin,Mycetoma,mycetoma,mycetoma,,out_of_benchmark_scope,6,2,0,0
scin,Nail dystrophy due to trauma,nail dystrophy due to trauma,nail_dystrophy_due_to_trauma,,out_of_benchmark_scope,8,3,0,0
scin,Nail pitting,nail pitting,nail_pitting,,out_of_benchmark_scope,2,1,0,0
scin,Neoplasm of uncertain behavior of skin of arm,neoplasm of uncertain behavior of skin of arm,neoplasm_of_uncertain_behavior_of_skin_of_arm,,out_of_benchmark_scope,3,1,0,0
scin,Nevus anemicus,nevus anemicus,nevus_anemicus,,out_of_benchmark_scope,2,1,0,0
scin,Nodular vasculitis,nodular vasculitis,nodular_vasculitis,,out_of_benchmark_scope,3,1,0,0
scin,Non-melanin pigmentation due to exogenous substance (disorder),non melanin pigmentation due to exogenous substance disorder,non_melanin_pigmentation_due_to_exogenous_substance_disorder,,out_of_benchmark_scope,1,1,0,0
scin,Non-specific panniculitis,non specific panniculitis,non_specific_panniculitis,,out_of_benchmark_scope,1,1,0,0
scin,O/E - purulent pustules,o e purulent pustules,o_e_purulent_pustules,,out_of_benchmark_scope,3,1,0,0
scin,O/E - skin cyst present,o e skin cyst present,o_e_skin_cyst_present,,out_of_benchmark_scope,3,1,0,0
scin,O/E - skin fissure,o e skin fissure,o_e_skin_fissure,,out_of_benchmark_scope,1,1,0,0
scin,OK - Odontogenic keratocyst,ok odontogenic keratocyst,ok_odontogenic_keratocyst,,out_of_benchmark_scope,3,1,0,0
scin,Ochronosis,ochronosis,ochronosis,,out_of_benchmark_scope,1,1,0,0
scin,On examination - hemorrhagic bullae,on examination hemorrhagic bullae,on_examination_hemorrhagic_bullae,,out_of_benchmark_scope,3,1,0,0
scin,PXE (pseudoxanthoma elasticum) like syndrome,pxe pseudoxanthoma elasticum like syndrome,pxe_pseudoxanthoma_elasticum_like_syndrome,,out_of_benchmark_scope,3,1,0,0
scin,Pachyonychia congenita,pachyonychia congenita,pachyonychia_congenita,,out_of_benchmark_scope,3,1,0,0
scin,Paget disease,paget disease,paget_disease,,out_of_benchmark_scope,4,2,0,0
scin,Panniculitis,panniculitis,panniculitis,,out_of_benchmark_scope,3,2,0,0
scin,"Panniculitis, NOS",panniculitis nos,panniculitis_nos,,out_of_benchmark_scope,3,1,0,0
scin,Papular acrodermatitis of childhood,papular acrodermatitis of childhood,papular_acrodermatitis_of_childhood,,out_of_benchmark_scope,2,1,0,0
scin,Pemphigoid gestationis,pemphigoid gestationis,pemphigoid_gestationis,,out_of_benchmark_scope,6,2,0,0
scin,Pemphigus,pemphigus,pemphigus,,out_of_benchmark_scope,3,1,0,0
scin,Pemphigus foliaceus,pemphigus foliaceus,pemphigus_foliaceus,,out_of_benchmark_scope,5,2,0,0
scin,Perifollicular haemorrhage,perifollicular haemorrhage,perifollicular_haemorrhage,,out_of_benchmark_scope,3,1,0,0
scin,Perifolliculitis,perifolliculitis,perifolliculitis,,out_of_benchmark_scope,3,1,0,0
scin,Perleche,perleche,perleche,,out_of_benchmark_scope,3,1,0,0
scin,Pressure ulcer stage 2,pressure ulcer stage 2,pressure_ulcer_stage_2,,out_of_benchmark_scope,2,1,0,0
scin,Pretibial myxedema,pretibial myxedema,pretibial_myxedema,,out_of_benchmark_scope,12,4,0,0
scin,Primary cutaneous lymphoma,primary cutaneous lymphoma,primary_cutaneous_lymphoma,,out_of_benchmark_scope,10,4,0,0
scin,Pruritic dermatitis,pruritic dermatitis,pruritic_dermatitis,,out_of_benchmark_scope,2,1,0,0
scin,Pruritic urticarial papules and plaques of pregnancy,pruritic urticarial papules and plaques of pregnancy,pruritic_urticarial_papules_and_plaques_of_pregnancy,,out_of_benchmark_scope,16,6,0,0
scin,Pseudolymphoma,pseudolymphoma,pseudolymphoma,,out_of_benchmark_scope,15,5,0,0
scin,Psoriasiform dermatitis,psoriasiform dermatitis,psoriasiform_dermatitis,,out_of_benchmark_scope,9,4,0,0
scin,Pyoderma Gangrenosum,pyoderma gangrenosum,pyoderma_gangrenosum,,out_of_benchmark_scope,7,3,0,0
scin,RMSF - Rocky Mountain spotted fever,rmsf rocky mountain spotted fever,rmsf_rocky_mountain_spotted_fever,,out_of_benchmark_scope,4,3,0,0
scin,"Rosai Dorfman disease - I know rare, but I've seen a case like this unilateral.  Rosacea supported bilateral further images",rosai dorfman disease i know rare but i ve seen a case like this unilateral rosacea supported bilateral further images,rosai_dorfman_disease_i_know_rare_but_i_ve_seen_a_case_like_this_unilateral_rosacea_supported_bilateral_further_images,,out_of_benchmark_scope,2,1,0,0
scin,SLE - Systemic lupus erythematosus-related syndrome,sle systemic lupus erythematosus related syndrome,sle_systemic_lupus_erythematosus_related_syndrome,,out_of_benchmark_scope,6,3,0,0
scin,Secondary impetiginization,secondary impetiginization,secondary_impetiginization,,out_of_benchmark_scope,6,2,0,0
scin,Skin atrophy,skin atrophy,skin_atrophy,,out_of_benchmark_scope,1,1,0,0
scin,Skin cancer,skin cancer,skin_cancer,,out_of_benchmark_scope,14,7,0,0
scin,Skin hypopigmented,skin hypopigmented,skin_hypopigmented,,out_of_benchmark_scope,3,1,0,0
scin,Skin striae,skin striae,skin_striae,,out_of_benchmark_scope,3,1,0,0
scin,Small plaque parapsoriasis,small plaque parapsoriasis,small_plaque_parapsoriasis,,out_of_benchmark_scope,5,2,0,0
scin,Snake bite - wound,snake bite wound,snake_bite_wound,,out_of_benchmark_scope,3,1,0,0
scin,Sneddon-Wilkinson disease,sneddon wilkinson disease,sneddon_wilkinson_disease,,out_of_benchmark_scope,3,1,0,0
scin,Superficial frostbite,superficial frostbite,superficial_frostbite,,out_of_benchmark_scope,3,1,0,0
scin,Tuberculosis of skin and subcutaneous tissue,tuberculosis of skin and subcutaneous tissue,tuberculosis_of_skin_and_subcutaneous_tissue,,out_of_benchmark_scope,6,2,0,0
scin,Tufted angioma of skin,tufted angioma of skin,tufted_angioma_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,Urticarial vasculitis,urticarial vasculitis,urticarial_vasculitis,,out_of_benchmark_scope,3,1,0,0
scin,Vascular nevus of skin,vascular nevus of skin,vascular_nevus_of_skin,,out_of_benchmark_scope,1,1,0,0
scin,"Vasculitis of the skin, NOS",vasculitis of the skin nos,vasculitis_of_the_skin_nos,,out_of_benchmark_scope,3,1,0,0
scin,Viral dermatological disorders,viral dermatological disorders,viral_dermatological_disorders,,out_of_benchmark_scope,3,1,0,0
scin,Viral infection of skin,viral infection of skin,viral_infection_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,Xanthoma,xanthoma,xanthoma,,out_of_benchmark_scope,2,1,0,0
scin,deep fungal infection,deep fungal infection,deep_fungal_infection,,out_of_benchmark_scope,1,1,0,0
scin,deep vein thrombosis,deep vein thrombosis,deep_vein_thrombosis,,out_of_benchmark_scope,3,1,0,0
scin,digital myxoid cyst,digital myxoid cyst,digital_myxoid_cyst,,out_of_benchmark_scope,3,1,0,0
scin,gouty tophi,gouty tophi,gouty_tophi,,out_of_benchmark_scope,3,1,0,0
scin,granular parakeratosis,granular parakeratosis,granular_parakeratosis,,out_of_benchmark_scope,1,1,0,0
scin,panniculitis of skin,panniculitis of skin,panniculitis_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,post-sunburn peeling/superficial desquamation,post sunburn peeling superficial desquamation,post_sunburn_peeling_superficial_desquamation,,out_of_benchmark_scope,3,1,0,0
scin,resolving dermatitis,resolving dermatitis,resolving_dermatitis,,out_of_benchmark_scope,2,1,0,0
scin,scurvy,scurvy,scurvy,,out_of_benchmark_scope,3,1,0,0
scin,superficial hemorrhage,superficial hemorrhage,superficial_hemorrhage,,out_of_benchmark_scope,3,1,0,0
skindisnet,Eczema,eczema,eczema,D014,benchmark_mapped,466,115,466,115
skindisnet,Contact Dermatitis,contact dermatitis,contact_dermatitis,D009,benchmark_mapped,477,110,477,110
skindisnet,Scabies,scabies,scabies,D018,benchmark_mapped,343,90,343,90
skindisnet,Tinea Corporis,tinea corporis,tinea_corporis,,out_of_benchmark_scope,275,68,275,68
skindisnet,Seborrheic Dermatitis,seborrheic dermatitis,seborrheic_dermatitis,D015,benchmark_mapped,79,18,79,18
skindisnet,Atopic Dermatitis,atopic dermatitis,atopic_dermatitis,,out_of_benchmark_scope,70,15,70,15
